   30.02,   28.36,   40.42,   63.95,   49.05,   64.05,   26.29,   58.46,   23.50,   56.87,   49.65,  195.19,   32.65,    9.32,   95.84,   20.04,   49.61,   15.95,   23.93,   91.87,   44.31,   23.67,   65.78,  252.09,   49.88,   11.55,   72.71,  268.83,  117.91,  272.88,   12.15,   11.45,   32.55,   27.75,    7.19,   12.57,   18.67,    8.45,   11.34,   11.87,  140.02,  753.58,   80.53,   21.38,   14.56,  524.95,   53.89,   11.31,   72.51,
   29.82,   28.20,   40.57,   63.29,   48.47,   63.97,   25.83,   58.22,   23.12,   56.87,   49.38,  194.32,   32.57,    9.36,   93.73,   19.80,   49.43,   15.79,   24.04,   90.15,   44.90,   23.76,   65.71,  252.09,   48.89,   11.64,   72.71,  277.06,  117.48,  270.43,   12.15,   11.38,   32.26,   28.09,    7.11,   12.37,   18.29,    8.42,   11.27,   11.78,  141.76,  744.29,   80.53,   21.32,   14.74,  525.89,   53.04,   11.24,   71.39,
   29.55,   28.28,   40.71,   62.64,   48.39,   63.72,   25.63,   57.57,   23.08,   57.44,   48.56,  192.60,   32.53,    9.24,   93.73,   19.52,   48.78,   15.49,   24.00,   88.87,   43.80,   23.76,   64.38,  251.37,   48.13,   11.42,   72.40,  271.71,  115.76,  271.41,   12.15,   11.32,   31.97,   27.57,    7.02,   12.29,   18.29,    8.30,   11.15,   11.68,  140.89,  745.22,   80.91,   21.58,   14.47,  514.70,   53.19,   11.24,   71.47,
   29.71,   28.43,   41.16,   61.41,   47.15,   62.40,   25.59,   57.57,   22.91,   57.65,   47.93,  195.19,   34.26,    9.24,   92.89,   19.76,   48.78,   15.68,   24.35,   89.73,   43.94,   24.40,   63.68,  259.30,   48.06,   11.42,   72.09,  274.59,  115.33,  271.90,   12.15,   11.32,   32.59,   27.75,    6.98,   12.17,   18.33,    8.33,   11.24,   11.68,  142.63,  743.36,   79.76,   21.51,   14.83,  524.02,   53.58,   11.14,   71.39,
   30.33,   28.32,   42.49,   62.88,   47.64,   62.81,   25.87,   57.25,   23.29,   58.01,   48.65,  201.66,   34.11,    9.20,   93.73,   20.20,   48.72,   15.79,   24.77,   90.15,   43.87,   23.99,   63.68,  263.98,   48.51,   11.55,   72.24,  278.71,  116.19,  274.85,   12.04,   11.28,   32.91,   28.09,    7.00,   12.29,   18.71,    8.49,   11.31,   11.75,  143.07,  759.15,   79.76,   21.68,   15.01,  524.95,   53.82,   11.21,   71.30,
   30.14,   28.32,   41.90,   61.08,   45.82,   60.50,   24.89,   56.45,   23.08,   57.87,   48.56,  197.78,   34.26,    9.07,   94.15,   20.16,   48.06,   15.45,   25.08,   87.58,   43.36,   23.85,   62.97,  264.70,   48.51,   11.24,   71.69,  281.18,  115.76,  275.34,   11.83,   11.12,   32.30,   27.90,    6.80,   12.06,   18.48,    8.36,   11.15,   11.41,  143.50,  750.79,   80.14,   21.81,   14.74,  526.82,   53.58,   11.08,   70.69,
   30.14,   28.13,   42.27,   60.83,   45.32,   60.91,   24.74,   56.05,   23.08,   58.30,   48.83,  195.62,   34.63,    9.24,   94.15,   20.32,   47.76,   15.53,   24.92,   89.30,   43.94,   24.82,   62.82,  271.54,   49.20,   11.82,   71.69,  286.12,  114.90,  267.98,   11.90,   11.22,   32.87,   28.93,    6.90,   12.29,   18.82,    8.64,   11.21,   11.47,  142.63,  757.29,   80.14,   21.90,   15.33,  563.18,   53.50,   11.14,   70.87,
   30.14,   28.28,   43.53,   61.16,   46.40,   61.74,   24.97,   56.29,   23.29,   59.37,   49.92,  201.23,   35.57,    9.32,   95.84,   20.48,   48.06,   15.61,   25.84,   89.30,   42.99,   24.91,   63.68,  265.06,   49.65,   11.60,   71.77,  284.88,  110.16,  250.80,   11.97,   11.22,   32.91,   28.79,    6.85,   12.29,   18.71,    8.76,   11.24,   11.41,  142.20,  717.34,   80.14,   21.51,   15.24,  563.18,   53.89,   11.18,   70.95,
   29.90,   28.28,   44.20,   61.82,   46.32,   61.90,   25.13,   56.85,   23.21,   58.94,   49.65,  199.94,   35.04,    9.24,   94.15,   20.40,   48.00,   15.45,   25.30,   88.44,   43.29,   25.14,   63.44,  256.78,   48.97,   11.64,   71.93,  284.88,  111.02,  261.11,   11.97,   11.22,   33.40,   30.23,    6.96,   12.45,   18.74,    8.76,   11.59,   11.44,  141.76,  709.91,   80.91,   21.45,   15.33,  555.72,   54.05,   11.21,   70.52,
   30.41,   28.28,   44.35,   61.90,   46.65,   62.40,   25.28,   57.73,   23.12,   59.30,   51.00,  201.66,   35.19,    9.20,   94.15,   20.60,   48.06,   15.64,   26.15,   88.87,   43.65,   24.96,   63.44,  255.34,   48.97,   11.78,   72.16,  286.53,  110.16,  254.73,   12.18,   11.48,   35.03,   30.89,    7.11,   12.73,   19.04,    8.86,   11.66,   11.68,  144.37,  709.91,   80.53,   21.90,   15.51,  573.44,   54.91,   11.31,   71.47,
   29.90,   27.97,   44.42,   61.90,   47.81,   62.56,   25.36,   57.97,   23.08,   60.44,   50.55,  209.44,   34.67,    9.24,   94.15,   20.48,   48.06,   15.76,   25.99,   87.58,   43.87,   25.05,   63.44,  252.09,   49.96,   12.35,   71.93,  288.17,  108.87,  247.85,   12.18,   11.41,   35.84,   30.96,    7.23,   12.73,   19.04,    9.01,   11.66,   11.65,  144.37,  708.05,   80.53,   22.03,   16.60,  571.57,   54.83,   11.31,   73.89,
   29.79,   28.05,   43.68,   61.82,   48.14,   62.31,   25.17,   58.05,   22.95,   60.44,   50.46,  209.01,   34.44,    9.32,   93.73,   20.00,   48.06,   15.91,   25.76,   88.01,   43.36,   25.37,   63.91,  253.53,   49.96,   12.04,   72.40,  292.29,  112.74,  246.38,   12.22,   11.35,   34.30,   29.93,    7.05,   12.21,   18.67,    8.70,   11.59,   11.65,  145.68,  689.46,   80.14,   21.74,   16.37,  556.66,   54.28,   11.21,   72.68,
   30.06,   28.09,   44.20,   60.18,   46.48,   61.08,   24.89,   57.73,   22.83,   59.30,   50.28,  209.01,   34.29,    9.24,  100.04,   19.92,   47.76,   15.61,   26.03,   89.73,   43.29,   25.10,   63.28,  248.49,   50.26,   11.78,   72.48,  290.23,  111.88,  236.57,   12.39,   11.45,   34.50,   30.23,    7.05,   12.33,   18.59,    8.67,   11.63,   11.59,  144.37,  687.61,   80.91,   21.58,   16.69,  554.79,   54.52,   11.18,   71.90,
   29.20,   27.82,   44.13,   59.11,   45.24,   60.42,   24.78,   57.01,   22.74,   58.66,   49.20,  202.10,   34.74,    9.65,  104.24,   19.76,   48.06,   15.30,   25.99,   89.30,   43.14,   24.40,   63.36,  250.65,   50.49,   11.55,   72.24,  282.41,  112.74,  236.57,   12.60,   11.35,   34.91,   30.00,    7.00,   12.25,   18.67,    8.70,   11.53,   11.53,  142.20,  692.25,   79.76,   21.71,   16.28,  551.06,   54.60,   11.21,   70.69,
   28.61,   27.67,   43.24,   61.00,   43.50,   60.99,   24.86,   57.25,   22.87,   57.87,   48.29,  215.91,   34.86,    9.65,  101.30,   19.68,   48.18,   15.49,   25.99,   88.44,   42.33,   24.68,   62.50,  249.93,   49.73,   11.24,   72.71,  281.18,  112.74,  230.19,   12.36,   11.25,   34.91,   29.45,    6.88,   12.10,   18.93,    8.61,   11.37,   11.59,  138.72,  723.84,   80.53,   22.03,   15.92,  565.98,   54.28,   11.04,   71.47,
   28.26,   27.67,   44.20,   59.52,   43.91,   59.76,   23.88,   57.97,   22.57,   57.73,   47.39,  210.30,   34.97,    9.32,  100.04,   19.48,   48.66,   15.23,   25.84,   86.29,   40.58,   24.40,   62.66,  247.05,   48.74,   11.20,   72.16,  278.71,  110.59,  235.58,   12.08,   11.12,   33.73,   28.68,    6.60,   11.86,   18.33,    8.39,   11.34,   11.37,  136.54,  705.26,   79.37,   21.51,   16.05,  547.33,   54.05,   11.01,   70.43,
   28.69,   27.78,   43.61,   59.36,   43.58,   59.43,   23.88,   57.17,   22.49,   57.44,   47.84,  211.16,   35.01,    9.32,  101.72,   19.44,   49.67,   15.19,   25.69,   85.86,   40.65,   24.82,   64.30,  254.25,   48.74,   11.29,   72.16,  279.94,  110.59,  244.42,   12.08,   11.15,   33.97,   29.52,    6.72,   11.74,   18.29,    8.55,   11.27,   11.37,  138.72,  697.83,   78.60,   21.81,   16.10,  554.79,   53.19,   10.98,   69.65,
   28.50,   27.47,   43.16,   58.54,   43.25,   58.19,   23.81,   56.93,   22.32,   58.23,   47.48,  205.98,   35.79,    9.28,   99.62,   19.28,   49.01,   15.23,   24.81,   84.83,   40.65,   24.54,   63.52,  253.53,   48.89,   11.29,   71.93,  279.12,  111.45,  241.96,   12.15,   11.05,   34.09,   30.30,    6.70,   11.66,   18.14,    8.64,   11.34,   11.34,  137.41,  697.83,   77.83,   21.51,   16.23,  561.32,   52.49,   10.98,   69.14,
   28.50,   27.28,   43.68,   58.38,   43.33,   58.19,   23.92,   56.85,   22.32,   59.80,   48.20,  209.01,   36.24,    9.24,  100.04,   19.32,   49.01,   15.57,   24.88,   84.75,   40.72,   24.08,   63.21,  253.53,   49.96,   11.20,   71.93,  273.35,  109.73,  234.60,   12.04,   11.05,   34.38,   29.89,    6.68,   11.82,   18.07,    8.58,   11.34,   11.37,  138.28,  697.83,   77.45,   21.68,   16.32,  554.79,   53.04,   10.95,   69.22,
   28.46,   27.51,   43.98,   58.54,   42.84,   58.02,   23.65,   56.53,   22.32,   59.59,   47.39,  209.87,   35.87,    9.24,  101.72,   19.32,   49.49,   15.30,   25.19,   84.14,   40.87,   24.17,   63.60,  249.57,   49.43,   11.07,   71.93,  274.18,  110.16,  235.58,   11.97,   11.02,   34.01,   29.78,    6.65,   11.74,   17.96,    8.55,   11.27,   11.31,  138.72,  696.90,   77.45,   21.64,   16.37,  547.33,   53.04,   10.88,   68.01,
   28.46,   27.59,   44.13,   58.87,   43.09,   58.44,   24.00,   56.45,   22.20,   59.66,   48.11,  209.87,   36.09,    9.28,  102.14,   19.44,   49.19,   15.34,   25.42,   85.43,   40.79,   24.27,   63.44,  249.57,   49.50,   11.64,   72.01,  278.71,  110.59,  239.02,   12.32,   11.18,   34.34,   30.34,    6.68,   11.90,   18.26,    8.70,   11.40,   11.47,  142.20,  692.25,   77.83,   21.84,   17.18,  553.86,   53.19,   11.08,   68.01,
   28.77,   27.70,   43.46,   57.89,   42.67,   57.45,   23.96,   56.45,   21.98,   59.66,   47.66,  206.41,   35.90,    9.36,  102.14,   19.44,   49.85,   15.83,   25.38,   85.00,   40.65,   24.54,   65.00,  254.25,   50.34,   11.64,   72.09,  279.94,  111.45,  241.96,   12.32,   11.09,   34.09,   30.34,    6.76,   11.86,   18.11,    8.76,   11.34,   11.44,  144.37,  714.55,   78.60,   22.23,   16.87,  559.45,   52.88,   11.11,   67.92,
   28.97,   27.90,   42.20,   57.97,   43.67,   56.62,   23.88,   57.09,   22.03,   60.01,   47.66,  209.01,   36.39,    9.28,  102.98,   19.44,   49.85,   15.87,   25.95,   86.29,   40.72,   24.27,   64.69,  258.94,   50.11,   11.86,   72.01,  282.00,  113.18,  243.93,   12.36,   11.25,   35.03,   30.71,    6.81,   11.94,   18.26,    8.89,   11.47,   11.53,  143.50,  726.63,   77.83,   21.64,   16.64,  555.72,   52.96,   11.18,   68.27,
   28.73,   27.82,   42.05,   57.80,   43.58,   55.22,   23.84,   57.09,   21.86,   60.80,   48.02,  207.71,   36.32,    9.24,  105.08,   19.44,   49.37,   15.91,   25.99,   85.86,   39.55,   23.90,   64.38,  256.06,   49.96,   11.51,   72.09,  279.94,  115.33,  239.51,   12.25,   11.22,   34.83,   30.30,    6.73,   11.98,   18.11,    8.76,   11.40,   11.53,  142.63,  724.77,   77.83,   21.32,   16.64,  553.86,   52.80,   11.18,   67.92,
   29.28,   28.01,   41.97,   58.87,   44.41,   56.78,   23.92,   57.41,   21.94,   62.95,   48.20,  215.48,   36.09,    9.32,  107.18,   19.68,   49.73,   16.02,   25.99,   86.29,   40.14,   24.03,   65.00,  257.50,   50.49,   11.69,   72.55,  281.59,  117.05,  240.00,   12.43,   11.28,   34.87,   30.23,    6.76,   12.06,   18.11,    8.86,   11.37,   11.59,  144.37,  727.56,   78.22,   21.68,   16.64,  553.86,   53.66,   11.21,   67.15,
   29.32,   27.97,   42.57,   58.30,   43.83,   57.36,   24.27,   57.25,   21.77,   63.73,   47.03,  210.73,   35.79,    9.28,  109.29,   19.48,   49.43,   16.02,   25.99,   86.72,   39.92,   23.76,   65.00,  255.70,   49.58,   11.51,   72.71,  280.76,  120.49,  236.07,   12.22,   11.22,   34.17,   29.64,    6.68,   11.94,   17.99,    8.79,   11.37,   11.59,  145.24,  717.34,   79.37,   21.45,   16.46,  550.13,   53.11,   11.14,   67.49,
   29.55,   28.17,   42.27,   58.54,   44.49,   58.11,   24.04,   57.09,   22.03,   64.09,   47.03,  210.73,   36.95,    9.36,  109.71,   19.68,   49.61,   15.98,   25.95,   86.29,   39.62,   23.71,   64.46,  252.09,   49.58,   11.60,   72.79,  286.53,  120.92,  238.53,   12.15,   11.22,   33.28,   29.38,    6.66,   11.78,   17.96,    8.82,   11.40,   11.50,  146.11,  708.98,   80.14,   21.58,   16.91,  561.32,   53.50,   11.11,   68.88,
   29.98,   28.05,   42.27,   58.21,   43.75,   56.78,   24.00,   57.65,   21.98,   66.38,   47.66,  213.32,   38.19,    9.40,  109.71,   19.72,   49.61,   16.02,   25.99,   86.29,   39.40,   23.85,   64.07,  251.73,   48.97,   11.69,   72.79,  293.11,  123.93,  241.96,   12.18,   11.28,   33.32,   29.64,    6.77,   11.94,   18.11,    9.07,   11.76,   11.53,  147.41,  722.91,   78.60,   21.61,   17.05,  567.84,   53.04,   11.14,   68.10,
   29.28,   27.59,   40.94,   57.31,   42.75,   55.38,   23.46,   56.85,   21.56,   64.09,   46.04,  206.85,   37.51,    9.20,  107.60,   19.36,   48.24,   15.19,   25.50,   84.57,   38.16,   22.60,   62.43,  244.53,   47.07,   11.38,   72.16,  288.17,  125.65,  236.57,   11.94,   10.99,   32.50,   28.75,    6.46,   11.50,   17.43,    8.67,   11.66,   11.16,  145.24,  711.76,   78.22,   20.27,   16.46,  569.71,   54.05,   10.95,   66.80,
   29.47,   27.55,   41.53,   57.23,   42.67,   55.38,   23.34,   56.13,   21.69,   64.16,   46.13,  202.10,   37.44,    9.24,  108.03,   19.32,   48.06,   15.27,   24.88,   83.72,   36.62,   22.65,   62.27,  244.89,   46.31,   11.33,   72.16,  287.76,  123.07,  240.00,   11.90,   10.96,   32.59,   28.64,    6.40,   11.46,   17.66,    8.64,   11.56,   11.13,  145.24,  716.41,   77.45,   19.75,   15.65,  565.05,   54.05,   10.95,   66.80,
   29.47,   27.67,   41.68,   56.09,   42.26,   55.22,   23.34,   56.13,   21.48,   67.67,   45.95,  204.69,   37.66,    9.15,  108.45,   19.32,   48.12,   15.19,   24.62,   84.40,   36.62,   23.11,   62.35,  245.61,   46.16,   11.55,   72.16,  290.23,  124.36,  242.95,   11.90,   10.96,   33.32,   28.86,    6.41,   11.46,   17.69,    8.73,   11.59,   11.07,  147.41,  722.91,   76.06,   19.79,   16.28,  586.49,   53.50,   10.98,   64.98,
   29.67,   28.01,   44.13,   57.31,   43.42,   55.71,   23.65,   56.13,   21.61,   69.24,   46.13,  213.32,   38.49,    9.32,  109.71,   19.48,   48.06,   15.34,   24.77,   87.15,   38.08,   23.20,   62.74,  247.77,   46.01,   11.73,   72.63,  289.00,  126.52,  251.78,   11.94,   11.12,   33.40,   28.71,    6.44,   11.58,   17.66,    8.76,   11.69,   11.00,  151.33,  734.99,   76.91,   20.01,   16.28,  592.09,   53.35,   11.04,   65.85,
   29.67,   27.97,   43.75,   57.31,   43.75,   56.12,   24.04,   56.05,   21.56,   69.81,   45.13,  208.14,   38.41,    9.20,  110.55,   19.52,   46.92,   14.96,   24.73,   86.29,   37.94,   22.47,   61.57,  234.09,   45.48,   11.64,   72.87,  284.47,  123.07,  256.69,   11.90,   11.09,   33.48,   28.49,    6.35,   11.46,   17.54,    8.86,   11.63,   10.97,  158.72,  717.34,   77.45,   19.88,   16.10,  592.09,   53.50,   11.04,   65.67,
   29.98,   28.20,   43.83,   57.31,   44.49,   55.63,   24.08,   56.29,   21.48,   68.67,   44.86,  207.71,   38.26,    9.20,  113.49,   20.08,   46.03,   14.47,   25.04,   85.35,   37.13,   21.45,   60.86,  223.28,   44.49,   11.38,   72.95,  277.88,  123.93,  253.25,   11.73,   11.05,   32.95,   28.09,    6.23,   11.38,   17.39,    8.73,   11.43,   10.88,  160.03,  710.83,   78.60,   19.04,   15.51,  585.56,   53.50,   11.04,   65.33,
   30.02,   28.05,   43.46,   56.49,   44.83,   55.38,   24.16,   55.97,   21.52,   70.82,   46.31,  211.60,   37.36,    9.36,  113.49,   20.12,   45.97,   14.59,   24.65,   86.29,   37.79,   21.64,   61.25,  231.93,   44.72,   11.42,   73.18,  280.35,  126.95,  258.65,   11.87,   11.02,   32.91,   28.16,    6.32,   11.34,   17.21,    8.76,   11.50,   10.94,  160.90,  701.54,   79.37,   18.94,   16.05,  587.43,   53.89,   11.01,   65.50,
   29.98,   27.86,   43.38,   55.68,   44.83,   55.46,   24.43,   55.57,   21.48,   70.67,   46.04,  216.78,   37.96,    9.32,  113.49,   20.36,   46.39,   14.25,   24.27,   85.86,   37.06,   21.54,   61.18,  234.81,   44.03,   11.42,   73.18,  285.70,  126.52,  267.00,   11.66,   10.83,   32.99,   27.68,    6.27,   11.18,   17.02,    8.70,   11.21,   10.82,  160.90,  693.18,   79.37,   19.10,   15.87,  584.63,   54.44,   10.91,   65.50,
   29.71,   27.67,   42.49,   55.51,   44.00,   55.13,   24.27,   56.61,   21.35,   71.03,   45.67,  216.78,   37.51,    9.24,  113.49,   20.16,   45.79,   14.09,   24.04,   85.78,   36.84,   21.64,   60.94,  233.37,   43.43,   11.64,   72.87,  284.88,  128.24,  276.81,   11.62,   10.86,   32.91,   27.50,    6.25,   11.34,   17.06,    8.76,   11.18,   10.82,  157.42,  670.88,   78.60,   18.91,   15.96,  577.17,   54.91,   10.88,   65.33,
   29.98,   28.13,   43.31,   56.00,   44.41,   55.63,   24.66,   56.53,   21.35,   71.39,   45.95,  221.10,   37.74,    9.45,  113.49,   20.85,   46.33,   14.06,   25.23,   91.44,   37.28,   21.87,   61.41,  236.61,   43.35,   11.64,   73.18,  294.76,  128.67,  274.36,   11.80,   11.02,   33.56,   28.42,    6.40,   11.62,   17.32,    8.89,   11.31,   11.00,  156.55,  665.30,   80.14,   18.94,   15.92,  589.29,   55.45,   10.95,   67.49,
   30.72,   28.51,   43.38,   56.49,   45.41,   55.96,   24.78,   56.05,   21.77,   71.89,   45.58,  219.80,   38.26,    9.32,  113.91,   20.89,   45.91,   14.02,   25.92,   93.16,   36.36,   21.68,   60.71,  237.69,   43.12,   11.47,   73.34,  298.88,  126.08,  271.90,   11.83,   11.02,   34.05,   28.68,    6.71,   11.62,   17.43,    8.98,   11.34,   10.94,  155.68,  657.87,   80.14,   18.58,   15.65,  576.24,   56.00,   11.01,   66.02,
   30.25,   28.51,   43.16,   56.49,   46.15,   56.12,   24.82,   56.05,   21.73,   70.82,   46.22,  218.07,   38.49,    9.32,  113.49,   20.64,   45.49,   14.02,   25.84,   91.01,   35.89,   21.91,   61.18,  240.93,   44.79,   11.51,   73.41,  300.52,  123.07,  263.07,   11.83,   11.05,   34.01,   28.45,    6.61,   11.54,   17.39,    9.04,   11.37,   11.07,  156.55,  646.72,   80.53,   18.81,   15.65,  542.67,   55.45,   11.01,   66.45,
   30.68,   28.55,   43.90,   59.20,   48.39,   57.45,   24.78,   56.53,   21.86,   71.53,   46.22,  221.10,   38.49,    9.49,  113.91,   21.01,   46.63,   14.25,   26.34,   91.01,   36.03,   22.24,   61.88,  240.21,   45.25,   11.91,   73.34,  300.52,  124.79,  273.38,   11.90,   11.15,   34.38,   28.60,    6.67,   11.86,   17.51,    9.10,   11.43,   11.10,  160.90,  656.01,   80.14,   19.13,   16.73,  550.13,   55.38,   11.01,   67.15,
   30.45,   28.78,   43.90,   59.11,   49.22,   57.61,   24.58,   56.77,   22.03,   71.53,   46.04,  219.80,   39.09,    9.40,  116.85,   21.01,   46.21,   14.21,   26.15,   91.87,   35.52,   22.33,   61.10,  241.29,   44.64,   11.82,   73.34,  298.05,  126.08,  276.81,   11.87,   11.09,   34.22,   28.45,    6.64,   11.86,   17.43,    9.04,   11.34,   11.03,  160.90,  639.29,   80.14,   19.00,   16.41,  529.62,   56.00,   11.04,   67.06,
   30.37,   28.59,   43.38,   59.11,   49.38,   57.36,   24.51,   56.53,   21.98,   68.74,   45.49,  223.26,   39.69,    9.32,  119.37,   20.77,   45.49,   14.40,   26.95,   93.16,   35.52,   22.24,   60.47,  234.09,   45.48,   11.69,   73.57,  292.29,  123.93,  272.39,   11.76,   11.05,   34.46,   28.49,    6.58,   11.62,   17.17,    9.01,   11.34,   11.03,  159.16,  683.89,   80.14,   19.17,   16.10,  540.80,   56.86,   11.08,   68.18,
   30.22,   28.70,   43.01,   58.13,   49.55,   57.12,   24.74,   56.21,   22.03,   69.96,   46.04,  224.55,   39.39,    9.24,  118.95,   20.40,   45.07,   14.25,   27.10,   92.73,   36.00,   22.00,   60.24,  238.77,   45.93,   12.09,   73.88,  297.64,  125.65,  284.66,   11.76,   11.12,   34.13,   28.71,    6.45,   11.58,   17.02,    9.13,   11.40,   11.10,  158.29,  731.28,   82.07,   19.33,   16.32,  548.26,   56.47,   11.04,   68.10,
   30.61,   28.78,   43.09,   58.62,   48.72,   57.03,   24.70,   56.53,   21.90,   71.46,   45.67,  227.57,   39.76,    9.36,  118.95,   20.44,   45.49,   14.43,   26.76,   94.02,   36.55,   22.00,   60.86,  247.41,   46.31,   12.00,   73.34,  296.41,  128.67,  295.46,   11.80,   11.18,   34.34,   29.30,    6.45,   11.90,   17.06,    9.10,   11.47,   11.22,  158.29,  748.93,   82.84,   19.52,   16.69,  558.52,   56.08,   11.11,   69.48,
